Categories,Function Address,Function Offset,Function Name,Function Symbol,Function Demangled,Function Namespace,Function Signature,Function Size,Function Basic Blocks,Function Incoming Refs,Function Decompile Path,Function CFG Path,Function Disasm Path,Function Clone Hash,Function Fingerprint,Function Referenced By,External Names,Suggested Name,Hit Count,Match Values,Strings In Body,Struct Accesses,Constants,Globals Accessed,Comments,Callers,Callees
connect,002516f0,0x2516f0,FUN_002516f0,,,Global,"uint __cdecl FUN_002516f0(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long param_8, long * param_9, size_t param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",476,22,1,decompiled/FUN_002516f0__002516f0.c,decompiled/FUN_002516f0__002516f0.mmd,decompiled/FUN_002516f0__002516f0.asm,b6d033c16eadf8bd,00000591030000140000000000000000ff4303d1f74b00f9f6570aa9f44f0ba9,,,Connect,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x11c;0x125;0x137;0x140;0x14e;0x188;0x1b0;0x1b1,DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw);DAT_052a6000@052a6000(rw);DAT_052a6b78@052a6b78(r);DAT_052a6c30@052a6c30(r),,FUN_000e77e0,FUN_002565d0;FUN_0022b600;operator=;FUN_0022b580;FUN_0022a8f0;FUN_01717c00;FUN_001d0d90;FlagIsSet;FUN_001e6a10;FUN_0022b490;FUN_001b1400;FUN_001e6820
connect,001e2370,0x1e2370,FUN_001e2370,,,Global,"undefined __cdecl FUN_001e2370(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long * param_8, long param_9, size_t param_10, undefined8 param_11, long param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",812,41,7,decompiled/FUN_001e2370__001e2370.c,decompiled/FUN_001e2370__001e2370.mmd,decompiled/FUN_001e2370__001e2370.asm,98c36fa02e3573b2,fb0f1af8fa6701a9f85f02a9f65703a9f44f04a9fd7b05a9fd430191088602f0,,,Connect,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x107;0x110;0x116;0x118;0x121;0x124;0x13d;0x16d;0x17f;0x182;0x185;0x187;0x18a;0x18c;0x1b0;0x1b1;0x1dc;0x1f2;0x1f9;0x1fb;0x1fd;0x201;0x204;0x207;0x23e;0x26e;0x295;0xfff0,DAT_052a5000@052a5000(rw);DAT_052a5970@052a5970(r);DAT_052a5e98@052a5e98(r);DAT_052a5e88@052a5e88(r);DAT_052a5ea0@052a5ea0(r);DAT_052a5ea8@052a5ea8(r);DAT_052a5eb0@052a5eb0(r);DAT_052a5eb8@052a5eb8(r);DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw);DAT_0000fff0@0000fff0(rw),,FUN_001f8040;FUN_00206280;FUN_002142b0;FUN_00203f30,FUN_001b4680;FUN_01717c00;FUN_001bec40;FUN_001b1400
connect,002ab7a0,0x2ab7a0,FUN_002ab7a0,,,Global,"bool __cdecl FUN_002ab7a0(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long param_8, long * param_9, size_t param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",712,39,1,decompiled/FUN_002ab7a0__002ab7a0.c,decompiled/FUN_002ab7a0__002ab7a0.mmd,decompiled/FUN_002ab7a0__002ab7a0.asm,72e6b34cc9f7125b,f50f1df8f44f01a9fd7b02a9fd830091281440b91f05007100040054090840f9,,,Connect,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x105;0x13a;0x159;0x172;0x17a;0x191;0x1b1;0x1c4;0x240,DAT_052a7000@052a7000(rw);DAT_052a78d0@052a78d0(r);DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);DAT_052a4000@052a4000(rw);DAT_052a4110@052a4110(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw),,FUN_03710f50,operator=;FUN_001af950;FUN_01717c00;FUN_002aad90;FUN_0029f8b0;FUN_001b1400;FUN_001ccef0;FUN_001cce00;FUN_0029fd90
connect,00269610,0x269610,FUN_00269610,,,Global,"uint __cdecl FUN_00269610(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, size_t param_8, long * param_9, long * param_10, long * param_11, undefined1 * param_12, ulong param_13, undefined8 param_14, undefined8 param_15)",744,32,2,decompiled/FUN_00269610__00269610.c,decompiled/FUN_00269610__00269610.mmd,decompiled/FUN_00269610__00269610.asm,581c86e1315d3c4f,ff8304d1fc6300f9fa670da9f85f0ea9f6570fa9f44f10a9fd7b11a9fd430491,,,Connect,1,Connect,ConnectStationJob::ConnectionSucceeded,,0xfffffee8;0xffffff00;0x10a;0x115;0x120;0x12d;0x137;0x17e;0x198;0x1b1;0x1c0;0x1d2;0x1e8;0x1f5;0x1fd;0x206;0x218;0x230,DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw);DAT_00007bdf@00007bdf(rw);DAT_052a6000@052a6000(rw);DAT_052a6f30@052a6f30(r);DAT_052a6fd0@052a6fd0(r),,,operator=;FUN_0022b580;FUN_001d0d90;FlagIsSet;FUN_001e6a10;FUN_001b1400;FUN_001d0730;FUN_001e6820;FUN_0022b530;FUN_002897e0;FUN_0022b600;FUN_0022a8f0;FUN_01717c00;FUN_0022b490;FUN_001d0560
connect,0024f520,0x24f520,FUN_0024f520,,,Global,"uint __cdecl FUN_0024f520(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, size_t param_8, long * param_9, size_t param_10, ulong param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",532,24,1,decompiled/FUN_0024f520__0024f520.c,decompiled/FUN_0024f520__0024f520.mmd,decompiled/FUN_0024f520__0024f520.asm,0c7b2a136ab38781,ffc303d1f85f0ba9f6570ca9f44f0da9fd7b0ea9fd830391f40300aae0030191,,,Connect,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x108;0x126;0x141;0x150;0x159;0x16b;0x183;0x1b1,DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw);DAT_052a6000@052a6000(rw);DAT_052a6b78@052a6b78(r);DAT_052a6bb8@052a6bb8(r),,FUN_0024f420,FUN_0022b600;operator=;FUN_0022b580;FUN_0022a8f0;FUN_01717c00;FUN_001d0d90;FlagIsSet;FUN_001e6a10;FUN_0022b490;FUN_001d0560;FUN_001b1400;FUN_001e6820
connect,0027a720,0x27a720,FUN_0027a720,,,Global,"undefined __cdecl FUN_0027a720(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long param_8, int * param_9, size_t param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",324,14,6,decompiled/FUN_0027a720__0027a720.c,decompiled/FUN_0027a720__0027a720.mmd,decompiled/FUN_0027a720__0027a720.asm,b7163bbd6989d5de,ff0302d1f65705a9f44f06a9fd7b07a9fdc30191488102b008d546f9568102b0,,,Connect,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x103;0x1b1;0x2c0;0x2d4,DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);DAT_052a4000@052a4000(rw);DAT_052a4110@052a4110(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw),,,FUN_001d1000;FUN_001cd8d0;FUN_001d0b10;FUN_01717c00;FUN_001cd970;FUN_001b1400
connect,00202510,0x202510,FUN_00202510,,,Global,"undefined __cdecl FUN_00202510(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long param_8, long * param_9, size_t param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",764,33,5,decompiled/FUN_00202510__00202510.c,decompiled/FUN_00202510__00202510.mmd,decompiled/FUN_00202510__00202510.asm,ec10cc364f1fbcfd,ffc301d1fc6f01a9fa6702a9f85f03a9f65704a9f44f05a9fd7b06a9fd830191,,,Connect,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x10c;0x110;0x114;0x120;0x134;0x138;0x15c;0x164;0x166;0x168;0x17d;0x180;0x187;0x18e;0x19e;0x1b1;0x1d4;0x1f2;0x1f3;0x1f4;0x20b;0x241;0x24c;0x2e8;0x328;0x398;0x458;0x460;0x468;0x470;0x449bde0,DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw);DAT_052a5000@052a5000(rw);DAT_052a5e18@052a5e18(r);DAT_052a5868@052a5868(r);DAT_052a5870@052a5870(r);s_tES3_NS0_19SocketDriverDeleterEE_0449b000@0449b000(rw);s__0449be27@0449be27(rw),,FUN_00205510;FUN_00208290;FUN_002094c0,FUN_00205620;FUN_001b69a0;FUN_001b6b50;FUN_01717c00;FUN_00205a80;FUN_00203510;FUN_001b1400;FUN_001f2ca0
connect,002a1950,0x2a1950,FUN_002a1950,,,Global,"undefined __cdecl FUN_002a1950(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long param_8, int * param_9, size_t param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",296,11,3,decompiled/FUN_002a1950__002a1950.c,decompiled/FUN_002a1950__002a1950.mmd,decompiled/FUN_002a1950__002a1950.asm,2ed773340f307ce3,ff0302d1f65705a9f44f06a9fd7b07a9fdc30191088002d008d546f9168002d0,,,Connect,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x1b1,DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);DAT_052a4000@052a4000(rw);DAT_052a4110@052a4110(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw),,,FUN_001d1000;FUN_001cd8d0;FUN_01717c00;FUN_001cd970;FUN_001b1400
connect,002abb40,0x2abb40,FUN_002abb40,,,Global,"bool __cdecl FUN_002abb40(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, undefined8 param_8, long * param_9, size_t param_10, long param_11, undefined8 param_12, long param_13, ulong param_14, undefined8 param_15)",540,33,1,decompiled/FUN_002abb40__002abb40.c,decompiled/FUN_002abb40__002abb40.mmd,decompiled/FUN_002abb40__002abb40.asm,589684e9b8808a62,ffc301d1f91300f9f85f03a9f65704a9f44f05a9fd7b06a9fd830191e00301aa,,,Connect,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x105;0x10d;0x124;0x157;0x1b1;0x240,DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);DAT_052a4000@052a4000(rw);DAT_052a4110@052a4110(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw),,FUN_002a9d60,operator=;FUN_001af950;FUN_01717c00;FUN_002a2220;FUN_002a1d40;FUN_001b1400;FUN_001ccef0;FUN_001cce00
connect,0023a8c0,0x23a8c0,FUN_0023a8c0,,,Global,"undefined __cdecl FUN_0023a8c0(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, undefined8 param_8, long param_9, long param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",228,10,2,decompiled/FUN_0023a8c0__0023a8c0.c,decompiled/FUN_0023a8c0__0023a8c0.mmd,decompiled/FUN_0023a8c0__0023a8c0.asm,b0113b532785b308,ffc300d1f44f01a9fd7b02a9fd830091e00301aae20700f90100009021c02291,,,Connect,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x1b1;0x23a8b0,DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw),,FUN_0023a7a0;FUN_00239d90,FUN_01717c00;FUN_001d1a60;FUN_001b1400
connect,001cce00,0x1cce00,FUN_001cce00,,,Global,"bool __cdecl FUN_001cce00(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long * param_8, undefined8 param_9, size_t param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",240,13,63,decompiled/FUN_001cce00__001cce00.c,decompiled/FUN_001cce00__001cce00.mmd,decompiled/FUN_001cce00__001cce00.asm,dd3c7285c97e6475,f50f1df8f44f01a9fd7b02a9fd830091a88602f008d546f9b58602f008014039,,InitiateCall@ssbu-decomp:functions(-0x100),InitiateCall,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x1b1,DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw),,FUN_00231db0;FUN_001d3b20;FUN_001dfc90;FUN_001dfa60;FUN_00221ac0;FUN_0023c5a0;FUN_0029c7c0;FUN_00238910;FUN_00221820;FUN_002abd60;FUN_0022b490;FUN_001e1360;FUN_0029c360;FUN_001ed720;FUN_00230140;FUN_0022f780;...,FUN_001d12f0;FUN_01717c00;FUN_001b1400;FUN_001d1810
connect,002373e0,0x2373e0,FUN_002373e0,,,Global,"undefined __cdecl FUN_002373e0(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long param_8, uint param_9, undefined8 * param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",312,12,6,decompiled/FUN_002373e0__002373e0.c,decompiled/FUN_002373e0__002373e0.mmd,decompiled/FUN_002373e0__002373e0.asm,2aa3b9ea1414ecd5,ffc301d1f71b00f9f65704a9f44f05a9fd7b06a9fd830191f40302aaf303012a,,,Connect,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x103;0x108;0x170;0x178;0x180;0x1b1;0x2f8;0x338;0x3a8;0x3b0,DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw),,FUN_002371b0,FUN_001b3070;FUN_001d1000;FUN_001cd8d0;FUN_001b0680;FUN_001cd970;FUN_001ecf20;FUN_01717c00;FUN_001b1400
connect,0023a7a0,0x23a7a0,FUN_0023a7a0,,,Global,"undefined __cdecl FUN_0023a7a0(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long param_8, long param_9, undefined8 param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",284,17,2,decompiled/FUN_0023a7a0__0023a7a0.c,decompiled/FUN_0023a7a0__0023a7a0.mmd,decompiled/FUN_0023a7a0__0023a7a0.asm,78ec3e991fad461a,f657bda9f44f01a9fd7b02a9fd830091028c40f9f30301aa820700b5488302b0,,OnLoginStart@ssbu-decomp:functions(-0x100),OnLoginStart,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x118;0x1b1,DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw);DAT_052a6000@052a6000(rw);DAT_052a6820@052a6820(r),,FUN_00242b90;FUN_00242c30,FUN_001af950;FUN_0023a8c0;FUN_01717c00;FUN_001b1400;FUN_001d6ab0
connect,00258b60,0x258b60,FUN_00258b60,,,Global,"uint __cdecl FUN_00258b60(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long param_8, long * param_9, size_t param_10, ulong param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",584,27,2,decompiled/FUN_00258b60__00258b60.c,decompiled/FUN_00258b60__00258b60.mmd,decompiled/FUN_00258b60__00258b60.asm,d2bbf306aad8d8ad,081440f9004940f90200001400000000ffc303d1f85f0ba9f6570ca9f44f0da9,,,Connect,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x106;0x111;0x11e;0x128;0x155;0x16b;0x17a;0x183;0x195;0x1ad;0x1b1,DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw);DAT_052a6000@052a6000(rw);DAT_052a6ce8@052a6ce8(r);DAT_052a6cf0@052a6cf0(r),,,operator=;FUN_0022b580;FUN_001d0d90;FlagIsSet;FUN_001e6a10;FUN_00228c70;FUN_001b1400;FUN_001e6820;FUN_0022b600;FUN_0022a8f0;FUN_01717c00;FUN_0022b490;FUN_001d0560
connect,002aea90,0x2aea90,FUN_002aea90,,,Global,"undefined __cdecl FUN_002aea90(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long * param_8, short param_9, size_t param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",252,8,1,decompiled/FUN_002aea90__002aea90.c,decompiled/FUN_002aea90__002aea90.mmd,decompiled/FUN_002aea90__002aea90.asm,f2f7480305f0cc89,f50f1df8f44f01a9fd7b02a9fd830091f403012a353c0012e1030032f30300aa,,,Connect,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x1b1,DAT_052a7000@052a7000(rw);DAT_052a7958@052a7958(r);DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw),,,FUN_00242460;FUN_01717c00;FUN_0022a620;InitMessage;FUN_001b1400
connect,0020a060,0x20a060,FUN_0020a060,,,Global,"undefined __cdecl FUN_0020a060(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long * param_8, ulong param_9, size_t param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",544,13,2,decompiled/FUN_0020a060__0020a060.c,decompiled/FUN_0020a060__0020a060.mmd,decompiled/FUN_0020a060__0020a060.asm,4a91d35fb296ed72,ff0301d1f65701a9f44f02a9fd7b03a9fdc30091f50302aaf403012af30300aa,,,Connect,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x101;0x105;0x109;0x118;0x11d;0x126;0x128;0x130;0x13a;0x150;0x189;0x18c;0x191;0x1a1;0x1a3;0x1a5;0x1a9;0x1ab;0x1b1;0x1b3;0x1b6;0x1b8;0x1e4;0xffff;0x20a180,DAT_052a6000@052a6000(rw);DAT_052a6e08@052a6e08(r);DAT_052a7000@052a7000(rw);DAT_052a72b8@052a72b8(r);DAT_052a5000@052a5000(rw);DAT_052a5e88@052a5e88(r);DAT_00004000@00004000(rw);DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db8@052a3db8(r);DAT_052a3db0@052a3db0(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw);DAT_052a62c0@052a62c0(r),,FUN_00230d50,FUN_001b35a0;FUN_001d5f90;FUN_001af950;FUN_001f53c0;FUN_01717c00;FUN_001e03d0;operator=;FUN_001b13a0;FUN_001b1400;FUN_001e0210
connect,002225e0,0x2225e0,FUN_002225e0,,,Global,"undefined __cdecl FUN_002225e0(undefined8 * param_1, undefined1[16] param_2, undefined1[16] param_3, float param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, undefined1[16] param_8, long param_9, undefined8 param_10, size_t param_11, long param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15, undefined8 param_16)",776,43,1,decompiled/FUN_002225e0__002225e0.c,decompiled/FUN_002225e0__002225e0.mmd,decompiled/FUN_002225e0__002225e0.asm,e13ce69faab0d8c3,ff4302d1fc6f03a9fa6704a9f85f05a9f65706a9f44f07a9fd7b08a9fd030291,,,Connect,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x100;0x108;0x116;0x12f;0x145;0x180;0x194;0x1b1;0x1c6;0x1e0;0x1f5;0x201;0x211;0x21b;0x21d;0x228;0x10001,DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);DAT_052a4000@052a4000(rw);DAT_052a4110@052a4110(r);DAT_00010001@00010001(rw);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw),,,operator=;FUN_001cd8d0;FUN_01717c00;FUN_001b1400;FUN_001dd5a0
connect,001d12f0,0x1d12f0,FUN_001d12f0,,,Global,"undefined __cdecl FUN_001d12f0(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long param_8, undefined8 param_9, size_t param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",404,24,1,decompiled/FUN_001d12f0__001d12f0.c,decompiled/FUN_001d12f0__001d12f0.mmd,decompiled/FUN_001d12f0__001d12f0.asm,d951d6578a3398dc,f85fbca9f65701a9f44f02a9fd7b03a9fdc30091888602d008d546f9958602d0,,Register@ssbu-decomp:functions(-0x100),Register,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x131;0x1b1,DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw),,FUN_001cce00,FUN_001b1920;FUN_003e5af0;FUN_01717c00;FUN_001b1400
connect,002a4530,0x2a4530,FUN_002a4530,,,Global,"undefined __cdecl FUN_002a4530(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long param_8, undefined8 param_9, size_t param_10, undefined8 param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",1256,29,0,decompiled/FUN_002a4530__002a4530.c,decompiled/FUN_002a4530__002a4530.mmd,decompiled/FUN_002a4530__002a4530.asm,007b11a371ea335a,fc6fbaa9fa6701a9f85f02a9f65703a9f44f04a9fd7b05a9fd430191ff830cd1,,,Connect,1,Connect,Texture17;ConnectStationJob::ConnectionSucceeded,,0xfffffcc0;0xfffffcc8;0xfffffcd0;0xfffffdf0;0xfffffe10;0xfffffe18;0xfffffe38;0xfffffe40;0xfffffe50;0xfffffe58;0xfffffe60;0xfffffe80;0xfffffe98;0xfffffea0;0x103;0x138;0x150;0x158;0x16e;0x186;0x188;0x1b1;0x2a4;0x2a9;0x2b4;0x2bf;0x2eb;0x31f;0x329;0x32e;0x34c;0x378;...,DAT_052a3000@052a3000(rw);DAT_052a3da8@052a3da8(r);DAT_052a3db0@052a3db0(r);DAT_052a3db8@052a3db8(r);DAT_052a3d80@052a3d80(r);s_tomColor14_04359000@04359000(rw);s_fer_num_043599df@043599df(rw);s_:SendAnswerToDestroyInvitation_042f6000@042f6000(rw);DAT_042f6700@042f6700(rw);s_Texture17_0425d000@0425d000(rw);s_ate_0425d880@0425d880(rw);s_ldn't_parse_CURLOPT_RESOLVE_remo_042b2000@042b2000(rw);s_chBrowseMatchmakeJob::CompletePr_042b27f3@042b27f3(rw);s_biner_DEBUG_DRAW_04306000@04306000(rw);s_tchmakeSession_04306a76@04306a76(rw);s_eIjEE_044a0000@044a0000(rw);...,,,Wait;FUN_001b2cf0;operator=;FUN_001b1920;FUN_002a4d60;FUN_002a4c30;FUN_002adb50;FUN_002a4050;GetHour;FUN_001b1400;FUN_001b4a10;FUN_001cd8d0;FUN_001d1690;FUN_001b5180;FUN_002adce0;libc_strlen;...
connect,001d1000,0x1d1000,FUN_001d1000,,,Global,"undefined __cdecl FUN_001d1000(undefined1[16] param_1, undefined1[16] param_2, float param_3, undefined1[16] param_4, undefined1[16] param_5, undefined1[16] param_6, undefined1[16] param_7, long * param_8, ulong param_9, undefined8 * param_10, ulong param_11, undefined8 param_12, undefined8 param_13, undefined8 param_14, undefined8 param_15)",752,43,56,decompiled/FUN_001d1000__001d1000.c,decompiled/FUN_001d1000__001d1000.mmd,decompiled/FUN_001d1000__001d1000.asm,2165a3f14b451d16,ff0302d1f91b00f9f85f04a9f65705a9f44f06a9fd7b07a9fdc30191998602f0,,SetStateImpl@ssbu-decomp:functions(-0x100),SetStateImpl,1,Connect,ConnectStationJob::ConnectionSucceeded,,0x104;0x10c;0x14d;0x162;0x187;0x19d;0x1a5;0x1b1;0x1dc;0x209;0x21c;0x22c;0x24b,DAT_052a4000@052a4000(rw);DAT_052a4da8@052a4da8(r);DAT_052a4db0@052a4db0(r);DAT_052a4db8@052a4db8(r);s_ge_02_042c4000@042c4000(rw);s__set_042c435f@042c435f(rw);s_eckButton_042c3000@042c3000(rw);s_ConnectStationJob::ConnectionSuc_042c335f@042c335f(rw),,FUN_002a0700;FUN_002a7800;FUN_002a1950;FUN_00241220;FUN_001d1d80;FUN_00278190;FUN_002a2b90;FUN_002a3790;FUN_001d3580;FUN_001d2460;FUN_00281a30;FUN_00241710;FUN_0027a720;FUN_0027cb30;FUN_0029f380;FUN_0027eb50;...,operator=;FUN_001b4400;FUN_01717c00;FUN_001b1400;FUN_001d1490
